Emp ID;Name Prefix;First Name;Middle Initial;Last Name;Gender;E Mail;Father's Name;Mother's Name;Mother's Maiden Name;Date of Birth;Time of Birth;Age in Yrs.;Weight in Kgs.;Date of Joining;Quarter of Joining;Half of Joining;Year of Joining;Month of Joining;Month Name of Joining;Short Month;Day of Joining;DOW of Joining;Short DOW;Age in Company (Years);Salary;Last % Hike;SSN;Phone No. ;Province ID;User Name;Password
798553;Prof.;Mauricio;A;Potts;M;mauricio.potts@yahoo.com;Elbert Potts;Sondra Potts;Jordan;8/31/1986;6:17:26 AM;30.93;90;4/15/2015;Q2;H1;2015;4;April;Apr;15;Wednesday;Wed;2.29;102183;15%;213-91-9114;339-660-2629;40;mapotts;h$r[.aXNy
981925;Ms.;Ebony;B;Eaton;F;ebony.eaton@gmail.com;Jesus Eaton;Francine Eaton;Vaughan;7/24/1964;7:12:45 PM;53.05;45;10/26/1999;Q4;H2;1999;10;October;Oct;26;Tuesday;Tue;17.77;87666;7%;511-33-0572;212-680-4445;43;ebeaton;r]XX+!/[hU/<Z
648118;Drs.;Bobbie;M;Joyner;F;bobbie.joyner@gmail.com;Jim Joyner;Guadalupe Joyner;Benson;4/20/1971;1:53:10 AM;46.3;48;4/19/2016;Q2;H1;2016;4;April;Apr;19;Tuesday;Tue;1.27;65153;29%;437-99-4679;385-473-3065;88;bmjoyner;rkag+5v{
278391;Ms.;Jami;N;Velasquez;F;jami.velasquez@hotmail.com;Saul Velasquez;Patricia Velasquez;Burt;7/23/1992;9:56:19 AM;25.03;42;8/19/2016;Q3;H2;2016;8;August;Aug;19;Friday;Fri;0.94;40883;9%;316-35-5631;218-557-1655;17;jnvelasquez;G2x0w{8mOoa
556573;Ms.;Aisha;Z;Gentry;F;aisha.gentry@aol.com;Louis Gentry;Cheryl Gentry;Guzman;10/31/1965;12:30:50 AM;51.78;43;07/10/1991;Q3;H2;1991;7;July;Jul;10;Wednesday;Wed;26.07;139115;4%;180-86-5081;212-970-9881;30;azgentry;C$<gF\!_A-%Nca\
159472;Hon.;Moses;P;Reid;M;moses.reid@apple.com;Clifton Reid;Ester Reid;Sims;12/22/1964;5:45:12 AM;52.63;61;8/14/1999;Q3;H2;1999;8;August;Aug;14;Saturday;Sat;17.97;198160;19%;424-65-3064;239-593-3202;50;mpreid;H9zUwL<nl@}e
871770;Ms.;Monique;S;Deleon;F;monique.deleon@hotmail.com;Sylvester Deleon;Tania Deleon;Carrillo;04/09/1990;5:53:48 AM;27.32;50;5/17/2015;Q2;H1;2015;5;May;May;17;Sunday;Sun;2.2;69805;30%;513-31-6303;216-250-6145;57;msdeleon;aNR#7*@D56
338556;Mr.;Domingo;S;Gibbs;M;domingo.gibbs@hotmail.com;Williams Gibbs;Silvia Gibbs;Jenkins;11/07/1988;7:34:13 AM;28.74;77;10/27/2013;Q4;H2;2013;10;October;Oct;27;Sunday;Sun;3.75;178530;20%;546-99-2961;480-908-8095;77;dsgibbs;lBHbc.ApgQ]d{T
182719;Ms.;Tammy;D;Vincent;F;tammy.vincent@aol.com;Marshall Vincent;Chelsea Vincent;Buck;7/13/1960;5:11:23 PM;57.08;44;11/19/2007;Q4;H2;2007;11;November;Nov;19;Monday;Mon;9.7;111372;30%;082-02-5393;217-831-1569;64;tdvincent;TnIm6v%SV-nK%
305556;Mr.;Federico;J;Wilson;M;federico.wilson@yahoo.com;Mathew Wilson;Keisha Wilson;Solomon;11/16/1974;12:57:23 PM;42.73;58;4/13/2000;Q2;H1;2000;4;April;Apr;13;Thursday;Thu;17.3;125802;23%;445-27-4988;210-930-2999;82;fjwilson;g6~{t%1p8H&*}S
915507;Mr.;Kory;X;Roth;M;kory.roth@bp.com;Issac Roth;Connie Roth;Frost;1/18/1974;12:15:15 AM;43.55;68;11/24/2010;Q4;H2;2010;11;November;Nov;24;Wednesday;Wed;6.68;153636;1%;386-37-5617;252-364-6018;25;kxroth;T@GS[s+5DxNs
761381;Ms.;Nichole;Z;Lloyd;F;nichole.lloyd@shell.com;Albert Lloyd;Marquita Lloyd;Wells;4/23/1986;12:52:33 AM;31.28;45;12/15/2016;Q4;H2;2016;12;December;Dec;15;Thursday;Thu;0.62;46766;10%;496-29-4801;316-344-7236;73;nzlloyd;IR1
141022;Mr.;Rodger;D;Chavez;M;rodger.chavez@outlook.com;Rich Chavez;Jody Chavez;Jimenez;07/10/1981;6:36:13 PM;36.07;89;03/03/2005;Q1;H1;2005;3;March;Mar;3;Thursday;Thu;12.41;187480;16%;061-02-4120;209-881-4520;14;rdchavez;EUp3}.Un|
528086;Mr.;Bruce;Z;Carney;M;bruce.carney@hotmail.com;Wilbur Carney;Constance Carney;Singleton;02/09/1974;10:45:12 AM;43.49;55;05/07/2013;Q2;H1;2013;5;May;May;7;Tuesday;Tue;4.23;95018;16%;330-11-2949;231-344-7782;65;bzcarney;V4j52QV2iz>dL
177821;Mr.;Derick;N;Ferrell;M;derick.ferrell@yahoo.co.in;Sonny Ferrell;Helena Ferrell;Cabrera;02/07/1975;5:24:41 PM;42.5;79;04/05/2008;Q2;H1;2008;4;April;Apr;5;Saturday;Sat;9.32;173372;24%;155-23-2078;215-650-2255;47;dnferrell;6-Mq<UaF-3>>h3
740281;Ms.;Lorna;W;Henson;F;lorna.henson@outlook.com;Elias Henson;Araceli Henson;Johnston;06/09/1989;6:23:50 PM;28.15;52;10/23/2011;Q4;H2;2011;10;October;Oct;23;Sunday;Sun;5.77;85410;16%;146-23-6275;215-781-4273;38;lwhenson;G<wLiPElBi\
906797;Mr.;Rico;K;Mayo;M;rico.mayo@gmail.com;Devin Mayo;Lawanda Mayo;Powers;06/10/1991;3:29:08 AM;26.15;67;11/17/2016;Q4;H2;2016;11;November;Nov;17;Thursday;Thu;0.69;137995;1%;705-18-7358;216-519-9558;84;rkmayo;Wm71-&soe
790008;Ms.;Luann;R;Crane;F;luann.crane@gmail.com;Merrill Crane;Sybil Crane;Estes;3/26/1977;6:14:04 PM;40.37;49;7/15/2010;Q3;H2;2010;7;July;Jul;15;Thursday;Thu;7.04;84136;23%;101-02-1834;212-213-3997;77;lrcrane;l%g-ut\Z
825433;Mrs.;Tara;H;Goodwin;F;tara.goodwin@shaw.ca;Armando Goodwin;Dona Goodwin;Yates;7/23/1968;12:24:22 AM;49.05;60;11/24/2007;Q4;H2;2007;11;November;Nov;24;Saturday;Sat;9.68;84023;24%;714-18-9674;215-869-6924;43;thgoodwin;z?qUF|:F~4F
941759;Prof.;Shaun;J;Evans;M;shaun.evans@gmail.com;Alfredo Evans;Florine Evans;Levine;04/02/1969;9:10:08 AM;48.35;82;6/13/1990;Q2;H1;1990;6;June;Jun;13;Wednesday;Wed;27.14;119430;12%;115-98-3287;314-659-6901;67;sjevans;sKxrLD&w.d
313864;Mrs.;Debbie;S;Velez;F;debbie.velez@aol.com;Wesley Velez;Vicki Velez;Jarvis;4/13/1963;1:57:40 AM;54.33;59;9/29/1996;Q3;H2;1996;9;September;Sep;29;Sunday;Sun;20.84;138006;29%;026-92-8239;303-865-0002;73;dsvelez;E&v&Q.Ny:
978745;Mrs.;May;R;Hodge;F;may.hodge@hotmail.com;Willard Hodge;Christine Hodge;Wynn;1/22/1975;2:03:37 AM;42.54;56;1/31/2015;Q1;H1;2015;1;January;Jan;31;Saturday;Sat;2.49;137894;26%;031-92-9813;314-442-0589;12;mrhodge;2G3i7.G_H4a|
807182;Mrs.;Adeline;R;Evans;F;adeline.evans@cox.net;Valentin Evans;Twila Evans;Craig;8/13/1988;11:35:45 PM;28.98;43;04/07/2016;Q2;H1;2016;4;April;Apr;7;Thursday;Thu;1.31;121383;12%;029-92-1928;217-205-4597;67;arevans;7v_esqyX{jg?
463743;Mr.;Guy;C;Gilbert;M;guy.gilbert@gmail.com;Trey Gilbert;Tamara Gilbert;Valencia;9/18/1960;6:15:30 AM;56.9;50;7/17/1988;Q3;H2;1988;7;July;Jul;17;Sunday;Sun;29.05;91453;2%;154-23-7518;303-645-5316;50;gcgilbert;IO!+4~859p2Xcv
901775;Ms.;Opal;X;Hansen;F;opal.hansen@hotmail.com;Edmond Hansen;Madeline Hansen;Pollard;11/01/1977;9:48:22 PM;39.76;41;05/04/2017;Q2;H1;2017;5;May;May;4;Thursday;Thu;0.23;169631;17%;268-17-1925;802-968-1672;30;oxhansen;nc$@aPh+Hp#
197867;Mrs.;Robbie;C;Oconnor;F;robbie.oconnor@bellsouth.net;Ronny Oconnor;Cherie Oconnor;Lewis;02/08/1993;12:10:47 AM;24.48;40;5/30/2014;Q2;H1;2014;5;May;May;30;Friday;Fri;3.16;79934;9%;659-24-3337;228-458-9001;56;rcoconnor;k!90tYFm
423470;Mrs.;Ella;W;Craft;F;ella.craft@aol.com;Rod Craft;Alyssa Craft;Garcia;2/18/1992;5:23:57 PM;25.46;49;04/07/2017;Q2;H1;2017;4;April;Apr;7;Friday;Fri;0.31;64521;15%;659-24-6888;215-668-2344;19;ewcraft;CJkB^ktT}+
238361;Prof.;Derrick;T;Vaughn;M;derrick.vaughn@ibm.com;Milo Vaughn;Elizabeth Vaughn;Sampson;4/16/1965;5:30:32 PM;52.32;82;05/06/1990;Q2;H1;1990;5;May;May;6;Sunday;Sun;27.25;194264;1%;641-29-1438;319-530-2214;50;dtvaughn;vZmCqW|^ZG?[Y
596366;Mrs.;Maura;W;Cherry;F;maura.cherry@earthlink.net;Sang Cherry;Mollie Cherry;Richard;05/03/1970;1:57:24 AM;47.27;54;04/05/1996;Q2;H1;1996;4;April;Apr;5;Friday;Fri;21.33;104520;8%;350-08-0605;252-599-2888;61;mwcherry;Q0G!nmu\ph2GO]X
725424;Dr.;Roderick;R;Vinson;M;roderick.vinson@hotmail.com;Bryant Vinson;Elise Vinson;Hooper;03/03/1994;3:41:54 AM;23.42;61;8/28/2016;Q3;H2;2016;8;August;Aug;28;Sunday;Sun;0.92;65304;19%;516-49-2135;307-616-3182;89;rrvinson;8oD
229037;Ms.;Gwen;T;Gilliam;F;gwen.gilliam@aol.com;Sammie Gilliam;Maryann Gilliam;Mclaughlin;1/13/1995;3:28:22 AM;22.55;47;05/08/2016;Q2;H1;2016;5;May;May;8;Sunday;Sun;1.22;138294;17%;702-18-2141;216-992-9734;72;gtgilliam;d7SlFkO*sQ]
434723;Mrs.;Melanie;L;Zimmerman;F;melanie.zimmerman@aol.com;Jamel Zimmerman;Candice Zimmerman;Goff;06/09/1970;4:38:19 AM;47.17;58;01/12/1999;Q1;H1;1999;1;January;Jan;12;Tuesday;Tue;18.55;83300;23%;325-11-3291;209-629-2789;32;mlzimmerman;T|RMM3N\/l
501422;Mr.;Micah;Y;Merritt;M;micah.merritt@rediffmail.com;Matt Merritt;Suzanne Merritt;Elliott;10/25/1983;11:14:14 PM;33.78;82;11/27/2006;Q4;H2;2006;11;November;Nov;27;Monday;Mon;10.67;146356;17%;380-37-8505;209-857-4471;34;mymerritt;1f5n}{nl
638943;Mr.;Buford;D;Hobbs;M;buford.hobbs@msn.com;Julio Hobbs;Kari Hobbs;Crane;10/03/1975;6:02:19 AM;41.85;88;3/15/2000;Q1;H1;2000;3;March;Mar;15;Wednesday;Wed;17.38;52960;24%;652-62-4222;479-893-9574;37;bdhobbs;1%.{TQ@YWtD?P.h
935745;Mr.;Kyle;N;Farmer;M;kyle.farmer@gmail.com;Hershel Farmer;Maureen Farmer;Walter;11/20/1974;5:05:42 AM;42.72;70;8/30/2015;Q3;H2;2015;8;August;Aug;30;Sunday;Sun;1.91;195833;8%;593-99-9799;314-838-8839;55;knfarmer;ud{hKtGIB
750581;Ms.;Jocelyn;U;Rojas;F;jocelyn.rojas@earthlink.net;Marty Rojas;Leanne Rojas;Ortiz;02/04/1969;8:31:25 AM;48.51;46;10/17/2009;Q4;H2;2009;10;October;Oct;17;Saturday;Sat;7.78;49158;11%;122-98-2107;239-885-4736;71;jurojas;f$nN:}i#-K
468128;Mr.;Larry;G;Gray;M;larry.gray@outlook.com;Gregorio Gray;Gwen Gray;Sparks;9/14/1993;6:19:50 AM;23.88;79;7/31/2015;Q3;H2;2015;7;July;Jul;31;Friday;Fri;1.99;193352;23%;177-86-6879;210-262-9740;48;lggray;N|bttAfro
884877;Mr.;Wilbur;P;Bates;M;wilbur.bates@verizon.net;Bennie Bates;Tammie Bates;Acevedo;7/27/1989;7:28:01 PM;28.02;76;04/12/2012;Q2;H1;2012;4;April;Apr;12;Thursday;Thu;5.3;118264;12%;121-98-0891;212-993-7125;28;wpbates;87AsG3A_
870904;Ms.;Maxine;F;Moran;F;maxine.moran@gmail.com;Sergio Moran;Bridgette Moran;Shaw;4/27/1968;9:43:00 PM;49.28;57;3/25/2009;Q1;H1;2009;3;March;Mar;25;Wednesday;Wed;8.35;61056;30%;084-02-1509;212-589-4230;79;mfmoran;z2nBg#~A:R9
926224;Ms.;Kathleen;T;Middleton;F;kathleen.middleton@yahoo.com;Freddie Middleton;Trina Middleton;Mcleod;03/05/1979;3:42:19 PM;38.42;45;5/20/2009;Q2;H1;2009;5;May;May;20;Wednesday;Wed;8.19;150091;26%;050-02-2695;270-462-8251;41;ktmiddleton;0a<%xGdvNgFA
220061;Prof.;Norbert;P;Joyner;M;norbert.joyner@gmail.com;Francis Joyner;Louise Joyner;Barrett;4/18/1966;10:57:49 PM;51.31;50;11/24/2008;Q4;H2;2008;11;November;Nov;24;Monday;Mon;8.68;40749;21%;765-27-9014;308-463-4519;83;npjoyner;tK}l@RUIX3~z
125823;Mr.;Chadwick;G;Walton;M;chadwick.walton@earthlink.net;Lenard Walton;Phyllis Walton;Camacho;2/17/1966;10:39:42 PM;51.48;61;9/14/2008;Q3;H2;2008;9;September;Sep;14;Sunday;Sun;8.87;165482;18%;496-29-1717;215-345-7279;40;cgwalton;bUf}27f|hM9
768943;Mrs.;Connie;O;Shaffer;F;connie.shaffer@walmart.com;Eddie Shaffer;Henrietta Shaffer;Perkins;08/10/1973;11:50:11 PM;43.99;52;10/15/1999;Q4;H2;1999;10;October;Oct;15;Friday;Fri;17.8;71160;20%;508-57-3446;239-957-2975;75;coshaffer;0P&f1[+a~hMh
591698;Ms.;Bobbie;C;Singleton;F;bobbie.singleton@yahoo.com;Andrea Singleton;Marylou Singleton;Meadows;1/31/1985;1:15:02 AM;32.51;46;01/01/2011;Q1;H1;2011;1;January;Jan;1;Saturday;Sat;6.58;184505;12%;017-94-0645;212-653-6029;32;bcsingleton;Bzc:YC<gD[i/>F/
700418;Drs.;Lesley;K;Rollins;F;lesley.rollins@aol.com;Donald Rollins;Carmella Rollins;Ware;03/02/1995;9:29:07 AM;22.42;51;02/11/2017;Q1;H1;2017;2;February;Feb;11;Saturday;Sat;0.46;103327;22%;540-83-5227;209-231-7124;92;lkrollins;TX&a.6V4B]w~
476635;Ms.;Victoria;H;Howe;F;victoria.howe@gmail.com;Vaughn Howe;Kenya Howe;Watkins;02/09/1968;2:36:56 AM;49.5;59;09/01/1995;Q3;H2;1995;9;September;Sep;1;Friday;Fri;21.92;160288;27%;587-99-9556;216-303-3981;45;vhhowe;gZ_@l_bY!M?Fs#
785299;Mr.;Marc;F;Nixon;M;marc.nixon@gmail.com;Vaughn Nixon;Holly Nixon;Newton;2/20/1970;4:09:41 PM;47.47;56;12/28/2005;Q4;H2;2005;12;December;Dec;28;Wednesday;Wed;11.59;59123;0%;251-99-1319;215-276-4646;89;mfnixon;kwDez~:**7+vBI}
225139;Prof.;Elias;A;Pena;M;elias.pena@hotmail.com;Jeffery Pena;Sheree Pena;Campos;3/18/1996;12:48:54 AM;21.38;58;04/08/2017;Q2;H1;2017;4;April;Apr;8;Saturday;Sat;0.3;183466;27%;579-53-7330;270-272-3267;86;eapena;u3#Bt/kNd}6|x
308125;Mrs.;Flossie;C;Mcpherson;F;flossie.mcpherson@gmail.com;Calvin Mcpherson;Corine Mcpherson;Gould;11/18/1969;12:35:40 AM;47.72;47;3/18/1996;Q1;H1;1996;3;March;Mar;18;Monday;Mon;21.38;97890;29%;705-18-7866;208-965-8377;44;fcmcpherson;W--AWA*86
129426;Drs.;Lana;E;Hayes;F;lana.hayes@hotmail.com;Shaun Hayes;Penelope Hayes;Howard;12/17/1975;4:54:43 PM;41.64;40;10/15/2013;Q4;H2;2013;10;October;Oct;15;Tuesday;Tue;3.79;82263;13%;231-99-5548;316-644-3677;65;lehayes;jE0rUVi1@Y^
399192;Mr.;Nick;C;Wilcox;M;nick.wilcox@bellsouth.net;Morton Wilcox;Claire Wilcox;Frost;11/18/1976;12:51:19 AM;40.72;60;09/10/2012;Q3;H2;2012;9;September;Sep;10;Monday;Mon;4.88;136207;28%;027-92-5366;217-505-1313;75;ncwilcox;y&XMj7-I9*pimca
555551;Ms.;Nona;W;Buck;F;nona.buck@outlook.com;Johnny Buck;Adeline Buck;Sexton;06/09/1988;4:46:48 PM;29.15;59;11/08/2010;Q4;H2;2010;11;November;Nov;8;Monday;Mon;6.72;143194;23%;654-38-4904;210-661-7658;55;nwbuck;ZbqBrr{y
245059;Mr.;Abdul;K;Barnett;M;abdul.barnett@hotmail.com;Jame Barnett;Angelina Barnett;Klein;3/26/1985;5:11:34 PM;32.36;79;9/26/2011;Q3;H2;2011;9;September;Sep;26;Monday;Mon;5.84;165777;25%;580-41-6312;236-885-1600;82;akbarnett;wS_FOPH}1nw/
423008;Drs.;Inez;C;Kane;F;inez.kane@ntlworld.com;John Kane;Lea Kane;Robinson;05/12/1985;2:05:10 PM;32.23;43;09/11/2009;Q3;H2;2009;9;September;Sep;11;Friday;Fri;7.88;77392;14%;265-99-4110;209-572-5312;22;ickane;H>Ee>>g\iy
316407;Drs.;Raquel;A;Bray;F;raquel.bray@hotmail.co.uk;Cliff Bray;Chelsea Bray;Prince;12/09/1993;1:15:33 PM;23.65;57;09/10/2015;Q3;H2;2015;9;September;Sep;10;Thursday;Thu;1.88;74449;0%;628-31-5360;212-329-7544;12;rabray;4B5j%Pwt
410027;Mr.;Sean;F;Noble;M;sean.noble@cox.net;Alberto Noble;Cherry Noble;Peck;8/17/1962;10:00:22 AM;54.98;78;3/25/2011;Q1;H1;2011;3;March;Mar;25;Friday;Fri;6.35;117566;4%;557-99-1301;209-586-9398;68;sfnoble;g~q>_23U@p9L}f
307715;Dr.;Fred;I;Woodward;M;fred.woodward@hotmail.com;Sam Woodward;Polly Woodward;House;12/23/1970;9:48:16 PM;46.63;61;04/04/2003;Q2;H1;2003;4;April;Apr;4;Friday;Fri;14.33;115356;27%;715-18-1976;209-240-2610;21;fiwoodward;b0E
690117;Mr.;Sylvester;Q;Salas;M;sylvester.salas@outlook.com;Tanner Salas;Della Salas;Blackburn;9/25/1987;3:17:28 PM;29.86;60;2/18/2016;Q1;H1;2016;2;February;Feb;18;Thursday;Thu;1.44;170570;29%;276-17-7941;239-817-0332;22;sqsalas;af<@LoZHaVGQWW6
149844;Mrs.;Berta;P;Irwin;F;berta.irwin@gmail.com;Mathew Irwin;Lindsey Irwin;Walton;01/12/1983;3:42:49 PM;34.56;40;06/02/2012;Q2;H1;2012;6;June;Jun;2;Saturday;Sat;5.16;169176;20%;650-62-5600;212-758-0414;19;bpirwin;Z#M\0V<#aN\[hlM
116530;Drs.;Noelle;G;Paul;F;noelle.paul@yahoo.com;Hiram Paul;Aline Paul;Mendez;02/01/1964;2:31:46 PM;53.52;41;11/19/1988;Q4;H2;1988;11;November;Nov;19;Saturday;Sat;28.71;190616;1%;475-55-5235;605-838-1184;64;ngpaul;MbS_ve+L
234429;Ms.;Chrystal;D;Swanson;F;chrystal.swanson@aol.com;Cleo Swanson;Marlene Swanson;Delgado;2/25/1984;1:54:13 PM;33.44;56;4/27/2007;Q2;H1;2007;4;April;Apr;27;Friday;Fri;10.26;144528;23%;584-99-3299;215-902-9729;63;cdswanson;R>P2t{e{rv.Tx
437970;Hon.;Reggie;R;Nolan;M;reggie.nolan@gmail.com;Philip Nolan;Lily Nolan;Conner;9/17/1989;4:13:12 PM;27.88;66;08/05/2013;Q3;H2;2013;8;August;Aug;5;Monday;Mon;3.98;178094;19%;126-98-3026;319-430-2681;87;rrnolan;K.pAyOb!Q
766745;Hon.;Joanne;K;Melton;F;joanne.melton@verizon.net;Freeman Melton;Elaine Melton;Moses;12/19/1964;12:37:17 PM;52.64;47;3/30/2006;Q1;H1;2006;3;March;Mar;30;Thursday;Thu;11.34;61487;30%;265-99-9921;216-426-9488;38;jkmelton;UlW?aBVTacKj\
684446;Mr.;Bryon;J;Gardner;M;bryon.gardner@aol.com;Rogelio Gardner;Lillian Gardner;Wells;2/23/1985;7:35:24 AM;32.45;83;03/04/2008;Q1;H1;2008;3;March;Mar;4;Tuesday;Tue;9.41;169032;4%;482-41-1206;209-532-8208;91;bjgardner;x\N_X$C._!
385932;Ms.;Noreen;M;Vincent;F;noreen.vincent@yahoo.com;Jose Vincent;Rochelle Vincent;Allison;9/15/1994;10:46:35 PM;22.88;47;8/20/2016;Q3;H2;2016;8;August;Aug;20;Saturday;Sat;0.94;163224;12%;119-98-0757;270-268-3778;67;nmvincent;1zB$#+{AY{tV
862150;Hon.;Mathew;S;Duran;M;mathew.duran@aol.com;Abe Duran;Emily Duran;Colon;09/06/1993;9:20:46 AM;23.91;89;9/27/2015;Q3;H2;2015;9;September;Sep;27;Sunday;Sun;1.84;140169;5%;681-24-3625;302-891-8805;84;msduran;G|S_Ykzj2
635915;Ms.;Herminia;I;Morin;F;herminia.morin@yahoo.com;Joel Morin;Alejandra Morin;Marsh;2/24/1961;10:53:43 PM;56.46;50;6/25/1989;Q2;H1;1989;6;June;Jun;25;Sunday;Sun;28.11;160770;11%;481-41-6687;252-295-6841;84;himorin;HFkKuAPa8Vq
540696;Dr.;Luke;Y;Craft;M;luke.craft@apple.com;Isidro Craft;Lorna Craft;Hughes;8/25/1984;1:58:09 AM;32.95;86;7/26/2013;Q3;H2;2013;7;July;Jul;26;Friday;Fri;4.01;114661;13%;548-99-4491;270-381-3548;62;lycraft;Z^pd7%Q9s^l*uG
870351;Mr.;Ronny;C;Long;M;ronny.long@microsoft.com;Randal Long;Dionne Long;Waters;12/10/1982;8:24:20 PM;34.65;60;11/25/2009;Q4;H2;2009;11;November;Nov;25;Wednesday;Wed;7.68;115908;20%;445-27-1852;319-680-3248;13;rclong;0&$Y{QQ~!V
360498;Ms.;Jeannine;E;Vaughn;F;jeannine.vaughn@aol.com;Rodrick Vaughn;Lora Vaughn;Adkins;04/09/1978;1:11:06 AM;39.33;52;4/29/2014;Q2;H1;2014;4;April;Apr;29;Tuesday;Tue;3.25;153407;17%;034-92-7282;207-276-8057;17;jevaughn;ePVxuf<0cW/WD
397164;Mrs.;Silvia;F;Huff;F;silvia.huff@gmail.com;Tanner Huff;Justine Huff;Carson;02/12/1974;11:28:40 PM;43.48;46;1/28/2009;Q1;H1;2009;1;January;Jan;28;Wednesday;Wed;8.5;67189;0%;101-02-3793;210-570-5638;36;sfhuff;H-nXtC%M-2
488068;Mrs.;Margo;K;Hoffman;F;margo.hoffman@gmail.com;Chuck Hoffman;Gina Hoffman;Cochran;5/14/1985;8:31:35 PM;32.23;52;12/21/2009;Q4;H2;2009;12;December;Dec;21;Monday;Mon;7.61;117004;9%;500-29-6149;207-512-9091;77;mkhoffman;vBqm?*5P
890432;Mrs.;Kimberly;K;Summers;F;kimberly.summers@msn.com;Brice Summers;Robert Summers;Hill;12/31/1958;9:43:31 PM;58.61;41;4/30/2006;Q2;H1;2006;4;April;Apr;30;Sunday;Sun;11.25;184073;30%;125-98-6121;270-484-2113;25;kksummers;k_#wuxwqj^>IfZ
935890;Hon.;Jodie;I;Mckinney;F;jodie.mckinney@bp.com;Clifton Mckinney;Juliette Mckinney;Hoffman;10/16/1995;6:12:42 PM;21.8;44;12/24/2016;Q4;H2;2016;12;December;Dec;24;Saturday;Sat;0.59;83325;29%;337-11-9823;423-906-6653;87;jimckinney;bQ5Bdup#ngI
541867;Ms.;Lorrie;V;Leblanc;F;lorrie.leblanc@gmail.com;Jimmy Leblanc;Casey Leblanc;Gordon;01/12/1968;12:16:54 AM;49.58;42;2/13/1993;Q1;H1;1993;2;February;Feb;13;Saturday;Sat;24.47;74192;25%;268-17-3666;209-971-3069;89;lvleblanc;YNPPUYK+W
885774;Dr.;Miles;Q;Giles;M;miles.giles@yahoo.com;Fredrick Giles;Emma Giles;Wilson;08/03/1976;12:59:45 AM;41.01;64;02/12/2007;Q1;H1;2007;2;February;Feb;12;Monday;Mon;10.46;105720;30%;067-02-8021;219-201-2782;69;mqgiles;s4Zs7s+zFZ*g
979649;Mr.;Jamar;Q;Castaneda;M;jamar.castaneda@yahoo.com;Normand Castaneda;Robyn Castaneda;Gilbert;05/11/1982;12:11:50 PM;35.24;76;5/22/2006;Q2;H1;2006;5;May;May;22;Monday;Mon;11.19;68745;16%;441-29-0134;302-432-3433;73;jqcastaneda;o>A?Qf*}v-
599012;Mrs.;Amber;Z;Warner;F;amber.warner@hotmail.com;Rodney Warner;Thelma Warner;Church;11/19/1957;12:28:52 PM;59.73;58;08/06/2016;Q3;H2;2016;8;August;Aug;6;Saturday;Sat;0.98;116847;15%;214-91-0355;229-317-6542;65;azwarner;J:N
204626;Prof.;Sterling;X;Patel;M;sterling.patel@aol.com;Randolph Patel;Christie Patel;Wilkins;2/15/1966;5:12:03 AM;51.48;59;11/11/2001;Q4;H2;2001;11;November;Nov;11;Sunday;Sun;15.72;151009;21%;694-16-8263;206-767-7661;62;sxpatel;Ax><l*3WSal@.1~
830006;Ms.;Enid;M;Pearson;F;enid.pearson@cox.net;Jerome Pearson;Florine Pearson;Vance;7/28/1972;10:59:53 AM;45.03;60;4/24/2006;Q2;H1;2006;4;April;Apr;24;Monday;Mon;11.27;183123;3%;363-39-7730;201-401-9033;14;empearson;TN-6vBGE
127205;Mrs.;Annmarie;C;Frye;F;annmarie.frye@charter.net;Rickey Frye;Nannie Frye;Battle;06/04/1986;10:21:25 AM;31.17;40;7/14/2013;Q3;H2;2013;7;July;Jul;14;Sunday;Sun;4.04;72981;11%;082-02-2486;219-931-4746;32;acfrye;7X1fHgcDC
215589;Ms.;Molly;X;Roach;F;molly.roach@gmail.com;Amado Roach;Louella Roach;Bishop;10/21/1966;4:05:09 AM;50.8;60;10/01/2005;Q4;H2;2005;10;October;Oct;1;Saturday;Sat;11.83;74803;19%;060-02-6264;262-674-8386;78;mxroach;2ne>f[Chx
621606;Mr.;Rogelio;P;Poole;M;rogelio.poole@exxonmobil.com;Randall Poole;Lilia Poole;Irwin;3/31/1992;9:37:34 PM;25.34;67;7/27/2014;Q3;H2;2014;7;July;Jul;27;Sunday;Sun;3.01;85147;20%;395-33-4076;405-479-3205;49;rppoole;T
223379;Dr.;Mathew;P;Duke;M;mathew.duke@rediffmail.com;Chang Duke;Ebony Duke;Collins;1/17/1993;9:24:35 AM;24.54;70;09/06/2015;Q3;H2;2015;9;September;Sep;6;Sunday;Sun;1.89;196685;13%;115-98-3680;316-687-4762;43;mpduke;c5Z
236366;Mr.;Lewis;Q;Ayala;M;lewis.ayala@gmail.com;Isaiah Ayala;Valerie Ayala;Chandler;11/29/1992;5:02:53 AM;24.68;71;6/15/2016;Q2;H1;2016;6;June;Jun;15;Wednesday;Wed;1.12;144369;30%;468-57-8809;252-216-6091;63;lqayala;c/&oi~\^
798043;Ms.;Claudette;B;Walter;F;claudette.walter@outlook.com;Edgardo Walter;Mai Walter;Patton;2/17/1984;1:23:05 AM;33.47;43;08/04/2012;Q3;H2;2012;8;August;Aug;4;Saturday;Sat;4.98;44430;13%;521-99-8220;212-366-5351;24;cbwalter;NzF8\Y+|V:
